time,best_bid,best_ask,spread,rel_spread,mid_price,ob_imbalance,buy_volume,sell_volume,trade_count,large_trade_count,vwap,trade_imbalance
2026-09-12 02:57:00+00:00,0.08437,0.08438,9.999999999996123e-06,0.00011851851851847256,0.084375,-0.009123003005187999,45852.3,14.1,4,1,0.08435999999999999,0.9993851708440166
2026-09-12 02:58:00+00:00,0.08435,0.08436,1.0000000000010001e-05,0.00011854661845782705,0.084355,-0.020305676789533586,517.3,0,1,0,0.08436,1.0
2026-09-12 02:59:00+00:00,0.08447,0.08449,1.9999999999992246e-05,0.00023674242424233247,0.08448,0.01650970256514033,448575.8,53212.6,126,14,0.0844505274294902,0.787908209914777
2026-09-12 03:00:00+00:00,0.08445,0.08446,9.999999999996123e-06,0.00011840625185005178,0.084455,0.008627892957782659,23.6,19037.4,6,1,0.08446987309165312,-0.9975237395729502
2026-09-12 03:01:00+00:00,0.08439,0.08441,1.9999999999992246e-05,0.00023696682464445788,0.0844,0.015765157868333157,23.6,22327.2,7,1,0.08443116622223815,-0.9978882187662188
2026-09-12 03:02:00+00:00,0.0844,0.08441,9.999999999996123e-06,0.00011847639357853353,0.08440500000000001,-0.012721250980969346,0,0,0,0,0.08440500000000001,0.0
2026-09-12 03:03:00+00:00,0.08449,0.0845,1.0000000000010001e-05,0.0001183501982367004,0.084495,0.01624999214145586,7112.0,674.3,21,0,0.08444399458022424,0.8267983509497451
2026-09-12 03:04:00+00:00,0.08455,0.08456,9.999999999996123e-06,0.00011826621725499525,0.08455499999999999,0.0056788935749676785,0,246.0,3,0,0.08453902439024391,-1.0
2026-09-12 03:05:00+00:00,0.08456,0.08458,2.0000000000006124e-05,0.00023649048125820175,0.08457,0.012812393949929191,0,0,0,0,0.08457,0.0
2026-09-12 08:26:00+00:00,0.08467,0.08468,1.0000000000010001e-05,0.0001180986123414231,0.084675,-0.022131599236285698,0,2659.0,1,0,0.0847,-1.0
2026-09-12 08:27:00+00:00,0.08467,0.08468,1.0000000000010001e-05,0.0001180986123414231,0.084675,-0.057081504874029756,0,0,0,0,0.084675,0.0
2026-09-12 08:28:00+00:00,0.08468,0.0847,1.9999999999992246e-05,0.00023615539024669083,0.08469,-0.08457600683013178,0,148.8,1,0,0.08467,-1.0
2026-09-12 08:29:00+00:00,0.08468,0.08469,9.999999999996123e-06,0.00011808466670598243,0.08468500000000001,-0.09175251437994913,969.7,0,3,0,0.08468486954728267,1.0
2026-09-12 08:30:00+00:00,0.08468,0.08469,9.999999999996123e-06,0.00011808466670598243,0.08468500000000001,-0.057179850411207246,476.29999999999995,842.2,7,0,0.08470058854759195,-0.27751232461130076
2026-09-12 08:31:00+00:00,0.08468,0.08469,9.999999999996123e-06,0.00011808466670598243,0.08468500000000001,-0.09105531402072567,732.4,454.5,13,0,0.0846638293032269,0.2341393546212823
2026-09-12 08:32:00+00:00,0.08467,0.08468,1.0000000000010001e-05,0.0001180986123414231,0.084675,-0.0990714991714759,5438.7,531.1,2,2,0.0846608896445442,0.8220710911588327
2026-09-12 08:33:00+00:00,0.08466,0.08467,9.999999999996123e-06,0.00011811256127084538,0.08466499999999999,-0.09917337116293824,1587.2,0,2,2,0.08466,1.0
2026-09-12 08:34:00+00:00,0.08465,0.08466,9.999999999996123e-06,0.00011812651349590836,0.08465500000000001,0.14274927183812455,254.3,466.9,2,0,0.08466352606766499,-0.29478646699944533
2026-09-12 08:35:00+00:00,0.08462,0.08463,9.999999999996123e-06,0.00011816838995564103,0.084625,-0.058268833241493276,0,88.6,1,0,0.08465,-1.0
2026-09-12 08:36:00+00:00,0.08467,0.08469,2.0000000000006124e-05,0.00023618327822397405,0.08468,-0.036882381356735945,27497.8,0,4,2,0.08465023205492803,1.0
2026-09-12 08:37:00+00:00,0.08471,0.08472,1.0000000000010001e-05,0.0001180428495545063,0.084715,-0.03289003951266023,4430.0,24616.6,19,7,0.08472560447694394,-0.6949729056068524
2026-09-12 08:38:00+00:00,0.08472,0.08473,9.999999999996123e-06,0.00011802891708464,0.084725,-0.030446475466981086,0,778.2,1,0,0.08472,-1.0
2026-09-12 08:39:00+00:00,0.08472,0.08473,9.999999999996123e-06,0.00011802891708464,0.084725,-0.04008913397264407,593.5999999999999,1734.2,4,1,0.0847300751782799,-0.4899905490162385
2026-09-12 08:40:00+00:00,0.08471,0.08472,1.0000000000010001e-05,0.0001180428495545063,0.084715,-0.04236851207031301,0,1107.9,4,0,0.08470609080241898,-1.0
2026-09-12 08:41:00+00:00,0.08471,0.08472,1.0000000000010001e-05,0.0001180428495545063,0.084715,-0.04819551168665127,0,111.7,1,0,0.08471,-1.0
2026-09-12 08:42:00+00:00,0.08472,0.08473,9.999999999996123e-06,0.00011802891708464,0.084725,-0.04458015176528896,0,0,0,0,0.084725,0.0
2026-09-12 08:43:00+00:00,0.08472,0.08473,9.999999999996123e-06,0.00011802891708464,0.084725,-0.0817798526095689,0,0,0,0,0.084725,0.0
2026-09-12 08:44:00+00:00,0.08475,0.08476,9.999999999996123e-06,0.00011798713940175947,0.084755,-0.049250856302428,0,0,0,0,0.084755,0.0
2026-09-12 08:45:00+00:00,0.08477,0.08478,9.999999999996123e-06,0.00011795930404006045,0.08477499999999999,-0.048097455383845876,8127.2,0,9,0,0.08476,1.0
2026-09-12 08:46:00+00:00,0.08474,0.08475,1.0000000000010001e-05,0.00011800106200967609,0.084745,-0.2861265981086626,0,551.9,6,0,0.08474718064866824,-1.0
2026-09-12 08:47:00+00:00,0.08477,0.08478,9.999999999996123e-06,0.00011795930404006045,0.08477499999999999,-0.046209699526970544,0,0,0,0,0.08477499999999999,0.0
2026-09-12 08:48:00+00:00,0.08476,0.08477,9.999999999996123e-06,0.0001179732200789963,0.08476500000000001,-0.01579603957351366,1195.4,0,2,1,0.08478,1.0
2026-09-12 08:49:00+00:00,0.08474,0.08475,1.0000000000010001e-05,0.00011800106200967609,0.084745,-0.016856838934105733,0,88.5,1,0,0.08476,-1.0
2026-09-12 08:50:00+00:00,0.08475,0.08476,9.999999999996123e-06,0.00011798713940175947,0.084755,-0.04887574011592827,0,0,0,0,0.084755,0.0
2026-09-12 08:51:00+00:00,0.08474,0.08475,1.0000000000010001e-05,0.00011800106200967609,0.084745,-0.049334455147097916,5672.6,0,5,2,0.08474999999999999,1.0
2026-09-12 08:52:00+00:00,0.08477,0.08478,9.999999999996123e-06,0.00011795930404006045,0.08477499999999999,-0.04453285515881221,0,2144.0,2,1,0.08476,-1.0
2026-09-12 08:53:00+00:00,0.0848,0.08481,9.999999999996123e-06,0.00011791757561459966,0.08480499999999999,-0.025650671252840845,8779.3,435.1,4,1,0.08479017309862824,0.9055608612606354
2026-09-12 08:54:00+00:00,0.08477,0.08478,9.999999999996123e-06,0.00011795930404006045,0.08477499999999999,-0.05157936033674058,98.3,67832.7,4,3,0.08480904788682635,-0.99710588685578
2026-09-12 08:55:00+00:00,0.08474,0.08475,1.0000000000010001e-05,0.00011800106200967609,0.084745,-0.04579879101100233,98.3,341.5,2,0,0.08477776489313324,-0.5529786266484765
2026-09-12 08:56:00+00:00,0.08475,0.08476,9.999999999996123e-06,0.00011798713940175947,0.084755,-0.048850751953303254,536.9000000000001,120.0,3,0,0.08476616836657025,0.6346475871517735
2026-09-12 08:57:00+00:00,0.08474,0.08475,1.0000000000010001e-05,0.00011800106200967609,0.084745,-0.04759488411145323,58.9,6389.8,6,2,0.0847400913362383,-0.9817327523376805
2026-09-12 08:58:00+00:00,0.08476,0.08479,3.0000000000002247e-05,0.00035387791212034497,0.084775,-0.0734704976742014,12.8,0,1,0,0.08476,1.0
2026-09-12 08:59:00+00:00,0.08477,0.08479,2.0000000000006124e-05,0.00023590469450349288,0.08478,-0.05645882998712681,117981.3,0,17,10,0.08480149363500827,1.0
2026-09-12 09:00:00+00:00,0.08478,0.08479,1.0000000000010001e-05,0.00011794539128395354,0.084785,-0.030792375110258265,1769.0,0,1,0,0.08479,1.0
2026-09-12 09:01:00+00:00,0.08474,0.08475,1.0000000000010001e-05,0.00011800106200967609,0.084745,-0.032642276186837495,1199.6999999999998,0,3,0,0.08476058764691173,1.0
2026-09-12 09:02:00+00:00,0.08477,0.08478,9.999999999996123e-06,0.00011795930404006045,0.08477499999999999,-0.03540837364707369,0,0,0,0,0.08477499999999999,0.0
2026-09-12 09:03:00+00:00,0.08481,0.08482,1.0000000000010001e-05,0.0001179036726995225,0.084815,-0.05405693894192534,16059.2,0,1,1,0.08482,1.0
2026-09-12 09:04:00+00:00,0.08486,0.08487,9.999999999996123e-06,0.00011783420727032491,0.084865,-0.016003702279142933,412233.0,12103.2,62,30,0.08482233800462935,0.9429546666063371
2026-09-12 09:05:00+00:00,0.08491,0.08492,9.999999999996123e-06,0.00011776482364713095,0.08491499999999999,-0.25255297310111946,35225.3,117.6,15,2,0.08489124746412999,0.993345198045435
2026-09-12 09:06:00+00:00,0.08486,0.08487,9.999999999996123e-06,0.00011783420727032491,0.084865,-0.25464191102321676,200.1,45067.2,22,7,0.08489741298906715,-0.9911591811307501
2026-09-12 09:07:00+00:00,0.08487,0.08488,9.999999999996123e-06,0.00011782032400584533,0.084875,-0.26326434883859284,0,0,0,0,0.084875,0.0
2026-09-12 09:08:00+00:00,0.08489,0.0849,1.0000000000010001e-05,0.00011779256728912187,0.084895,-0.029962435273551705,3108.6,0,4,0,0.08489515473203371,1.0
2026-09-12 09:09:00+00:00,0.08486,0.08488,1.9999999999992246e-05,0.0002356545304582567,0.08487,-0.0009452663879948541,1754.4,88.4,3,0,0.0848917256349034,0.9040590405904058
2026-09-12 09:10:00+00:00,0.08487,0.08488,9.999999999996123e-06,0.00011782032400584533,0.084875,-0.04148583189669932,162.3,5813.3,12,0,0.08487531996786933,-0.9456790949862774
2026-09-12 09:11:00+00:00,0.08491,0.08492,9.999999999996123e-06,0.00011776482364713095,0.08491499999999999,-0.026228952984821797,105343.3,10442.6,46,9,0.08491088732738615,0.819622251068567
2026-09-12 09:12:00+00:00,0.0849,0.08491,9.999999999996123e-06,0.0001177786938342397,0.08490500000000001,-0.043794546712272384,4484.7,218.5,6,0,0.08491578053240348,0.9070845381867665
